Date,AMZN,BA,DIS,IBM,KO,MSFT
2015-10-13,548.9,126.34,100.52,127.25,36.82,43.24
2015-10-14,544.83,120.87,99.71,127.58,36.85,43.05
2015-10-15,562.44,123.72,101.75,127.65,37.06,43.35
2015-10-16,570.76,123.91,102.08,127.9,37.15,43.81
2015-10-19,573.15,124.65,103.24,126.91,37.12,43.92
2015-10-20,560.88,125.07,103.58,119.61,37.39,44.05
2015-10-21,555.77,127.15,103.82,119.85,37.3,43.53
2015-10-22,563.91,131.76,106.8,122.54,38.23,44.29
2015-10-23,599.03,132.11,106.65,123.05,37.83,48.76
2015-10-26,608.61,132.11,107.06,122.18,37.66,50.03
2015-10-27,611.01,133.69,107.29,117.25,37.67,49.51
2015-10-28,617.1,133.17,107.83,119.77,37.78,49.78
2015-10-29,626.55,132.54,108.49,119.53,37.83,49.21
2015-10-30,625.9,133.34,107.26,119.13,37.44,48.54
2015-11-02,628.35,133.64,108.49,119.38,37.35,49.1
2015-11-03,625.31,133.36,108.96,120.66,37.28,49.94
2015-11-04,640.95,134.27,106.8,120.45,37.11,50.17
2015-11-05,655.65,134.08,106.56,118.97,37.43,50.15
2015-11-06,659.37,134.05,109.08,118.68,37.1,50.65
2015-11-09,655.49,132.27,109.79,116.16,36.73,49.95
2015-11-10,659.68,131.52,110.73,116.29,36.93,49.35
2015-11-11,673.25,131.38,109.88,115.91,37.17,49.48
2015-11-12,665.6,129.16,109.59,114.21,36.76,49.17
2015-11-13,642.35,129.2,108.3,113.1,36.59,48.73
2015-11-16,647.81,130.86,109.32,114.78,37.1,49.59
2015-11-17,643.3,132.36,109.52,114.88,36.84,49.18
2015-11-18,663.54,134.36,111.41,116.59,37.38,50.0
2015-11-19,661.27,135.23,111.95,117.38,38.12,50.08
2015-11-20,668.45,135.37,113.23,118.89,37.51,50.31
2015-11-23,678.99,134.41,112.62,118.86,37.98,50.31
2015-11-24,671.15,134.69,111.23,118.98,38.34,50.37
2015-11-25,675.34,133.59,111.91,118.47,38.34,49.85
2015-11-27,673.26,133.15,108.57,118.86,38.44,50.07
2015-11-30,664.8,131.79,107.01,119.68,37.97,50.46
2015-12-01,679.06,133.87,108.82,121.28,38.21,51.27
2015-12-02,676.01,133.16,107.51,119.92,38.1,51.26
2015-12-03,666.25,131.89,105.52,119.26,37.83,50.32
2015-12-04,672.64,134.56,107.73,120.55,38.57,51.91
2015-12-07,669.83,134.51,107.35,119.8,38.49,51.82
2015-12-08,677.33,131.38,106.07,118.51,38.32,51.8
2015-12-09,664.79,130.7,105.12,117.27,38.01,51.04
2015-12-10,662.32,132.66,105.12,117.42,38.1,51.31
2015-12-11,640.15,131.04,102.54,115.52,37.66,50.19
2015-12-14,657.91,129.57,103.78,116.69,37.82,51.19
2015-12-15,658.64,132.77,106.45,118.29,38.37,51.25
2015-12-16,675.77,134.2,108.0,119.57,39.06,52.11
2015-12-17,670.65,131.89,106.31,117.39,38.75,51.71
2015-12-18,664.14,126.47,102.24,115.8,37.86,50.26
2015-12-21,664.51,127.67,101.16,116.32,38.11,50.91
2015-12-22,663.15,129.01,101.31,118.41,38.57,51.39
2015-12-23,663.7,130.53,100.19,118.93,38.91,51.82
2015-12-24,662.79,130.05,100.47,118.68,38.79,51.69
2015-12-28,675.2,130.97,101.79,118.13,38.75,51.94
2015-12-29,693.97,133.51,101.63,119.99,38.94,52.5
2015-12-30,689.07,132.66,100.93,119.62,38.82,52.28
2015-12-31,675.89,131.01,99.73,118.14,38.27,51.51
2016-01-04,636.99,127.31,97.74,116.71,37.77,50.88
2016-01-05,633.79,127.82,95.76,116.62,37.91,51.11
2016-01-06,632.65,125.79,95.25,116.04,37.7,50.18
2016-01-07,607.94,120.52,94.44,114.05,37.08,48.44
2016-01-08,607.05,117.78,94.2,113.0,36.98,48.58
2016-01-11,617.74,117.98,94.83,114.37,37.04,48.56
2016-01-12,617.89,119.53,96.3,114.09,37.53,49.0
2016-01-13,581.81,116.09,93.47,112.6,37.28,47.94
2016-01-14,593.0,117.07,94.06,114.1,37.31,49.31
2016-01-15,570.18,113.83,89.12,111.62,36.97,47.34
2016-01-19,574.48,114.22,89.19,109.98,37.35,46.94
2016-01-20,571.77,110.67,87.83,104.61,36.87,47.15
2016-01-21,575.02,111.81,89.23,105.51,36.87,46.87
2016-01-22,596.38,112.91,91.97,105.16,37.47,48.55
2016-01-25,596.53,112.37,90.44,104.8,37.56,48.08
2016-01-26,601.25,115.99,91.37,105.24,37.49,48.44
2016-01-27,583.35,105.63,89.52,103.84,37.5,47.55
2016-01-28,635.35,106.93,88.77,104.92,37.93,48.33
2016-01-29,587.0,108.85,90.94,107.13,38.24,51.15
2016-02-01,574.81,110.15,90.31,107.16,38.31,50.79
2016-02-02,552.1,106.48,88.38,105.54,37.81,49.21
2016-02-03,531.07,110.43,90.3,107.07,38.06,48.43
2016-02-04,536.26,112.0,90.57,109.58,37.89,48.28
2016-02-05,502.13,111.05,89.12,110.37,37.81,46.57
2016-02-08,488.1,108.25,87.43,110.12,38.0,45.87
2016-02-09,482.07,107.72,87.62,107.6,38.58,45.75
2016-02-10,490.48,106.41,84.33,104.23,37.91,46.15
2016-02-11,503.82,99.17,85.71,102.2,37.78,46.13
2016-02-12,507.08,99.34,86.51,104.97,38.41,46.89
2016-02-16,521.1,102.97,88.18,106.44,38.63,47.77
2016-02-17,534.1,106.39,90.64,109.36,38.75,49.02
2016-02-18,525.0,107.52,90.33,114.86,38.85,48.8
2016-02-19,534.9,105.31,90.17,115.41,39.0,48.46
2016-02-22,559.5,107.35,91.46,116.01,39.15,49.23
2016-02-23,552.94,106.9,90.52,114.82,38.92,47.86
2016-02-24,554.04,105.71,90.57,115.17,39.12,48.03
2016-02-25,555.15,106.83,90.78,116.64,39.34,48.72
2016-02-26,555.23,108.06,90.46,114.5,38.43,47.97
2016-02-29,552.52,108.07,90.66,113.63,38.43,47.58
2016-03-01,579.04,109.7,92.68,116.53,38.92,49.17
2016-03-02,580.21,109.42,92.06,118.2,39.0,49.51
2016-03-03,577.49,109.38,93.79,119.5,39.16,48.95
2016-03-04,575.14,110.72,93.47,119.5,39.3,48.65
2016-03-07,562.8,112.39,94.33,121.54,39.21,47.72
2016-03-08,560.26,111.89,92.84,120.6,39.49,48.3
2016-03-09,559.47,112.35,92.69,121.77,39.92,49.41
2016-03-10,558.93,112.43,92.1,121.57,40.3,48.67
2016-03-11,569.61,113.97,92.95,123.46,40.58,49.62
2016-03-14,573.37,115.54,93.78,123.82,40.66,49.72
2016-03-15,577.02,115.55,93.24,123.98,40.62,50.11
2016-03-16,574.27,116.66,93.43,125.56,40.45,50.82
2016-03-17,559.44,119.52,94.53,127.52,41.1,51.11
2016-03-18,552.08,122.5,94.15,127.56,40.94,50.02
2016-03-21,553.98,124.24,93.45,128.89,41.01,50.36
2016-03-22,560.48,123.56,92.61,128.43,40.85,50.56
2016-03-23,569.63,121.5,91.9,126.09,40.82,50.47
2016-03-24,582.95,120.82,92.27,128.3,40.92,50.69
2016-03-28,579.87,120.06,93.1,128.69,41.12,50.06
2016-03-29,593.86,119.69,93.16,129.5,41.73,51.16
2016-03-30,598.69,117.58,93.88,128.7,41.82,51.48
2016-03-31,593.64,116.08,94.25,131.34,41.65,51.64
2016-04-01,598.5,116.1,94.03,132.27,42.05,51.96
2016-04-04,593.19,115.54,93.66,131.88,42.1,51.83
2016-04-05,586.14,116.17,92.06,130.08,41.78,51.02
2016-04-06,602.08,116.99,92.52,130.1,41.94,51.54
2016-04-07,591.43,116.14,91.27,128.56,41.62,50.92
2016-04-08,594.6,116.94,91.51,129.52,42.08,50.89
2016-04-11,595.93,116.97,91.37,129.43,41.7,50.78
2016-04-12,603.17,118.4,92.39,129.76,41.89,51.1
2016-04-13,614.82,119.93,94.42,131.15,41.34,51.76
2016-04-14,620.75,119.66,93.61,131.09,41.15,51.77
2016-04-15,625.89,119.92,93.57,131.57,41.39,52.04
2016-04-18,635.35,120.68,96.31,132.28,41.5,52.79
2016-04-19,627.9,121.33,97.42,124.88,41.84,52.73
2016-04-20,632.99,119.4,98.01,126.71,39.84,51.98
2016-04-21,631.0,119.56,97.67,129.47,39.2,52.16
2016-04-22,620.5,119.84,98.49,128.78,39.99,48.42
2016-04-25,626.2,119.57,99.25,129.05,40.14,48.73
2016-04-26,616.88,121.85,99.55,129.28,39.98,48.1
2016-04-27,606.57,125.36,99.92,130.49,40.12,47.63
2016-04-28,602.0,123.27,98.73,127.54,40.07,46.66
2016-04-29,659.59,123.27,98.0,126.56,40.22,46.63
2016-05-02,683.85,122.55,99.05,125.98,40.39,47.32
2016-05-03,671.32,121.16,98.5,124.99,40.26,46.55
2016-05-04,670.9,119.7,98.39,125.1,40.39,46.63
2016-05-05,659.09,120.78,99.59,127.02,40.46,46.7
2016-05-06,673.95,121.86,100.17,128.96,40.69,47.12
2016-05-09,679.75,120.8,99.98,130.25,40.62,46.82
2016-05-10,703.07,123.2,101.17,132.57,41.08,47.71
2016-05-11,713.23,122.62,97.08,131.67,40.82,47.74
2016-05-12,717.93,123.93,96.53,131.57,41.15,48.17
2016-05-13,709.92,121.81,95.4,130.58,40.72,47.76
2016-05-16,710.66,123.67,95.25,132.12,40.96,48.47
2016-05-17,695.27,122.21,94.85,130.83,40.18,47.56
2016-05-18,697.45,120.77,93.96,130.25,39.94,47.84
2016-05-19,698.52,118.08,93.4,128.12,39.79,47.38
2016-05-20,702.8,117.45,94.7,130.17,39.46,47.67
2016-05-23,696.75,117.62,94.13,129.74,39.48,47.11
2016-05-24,704.2,117.55,94.44,131.1,39.84,48.58
2016-05-25,708.35,118.8,94.78,134.09,39.85,49.08
2016-05-26,714.91,119.22,94.73,134.75,40.13,48.86
2016-05-27,712.24,119.13,95.18,135.11,40.21,49.27
2016-05-31,722.79,116.3,94.17,135.9,40.04,49.91
2016-06-01,719.44,116.54,93.5,134.82,40.13,49.76
2016-06-02,728.24,116.95,93.69,135.69,40.15,49.42
2016-06-03,725.54,117.44,93.72,135.15,40.44,48.77
2016-06-06,726.73,121.6,93.75,135.01,40.74,49.09
2016-06-07,723.74,121.63,93.34,135.54,40.69,49.06
2016-06-08,726.64,122.62,93.05,136.13,40.9,49.0
2016-06-09,727.65,122.71,92.86,135.62,41.09,48.61
2016-06-10,717.91,120.9,92.38,134.69,41.29,48.47
2016-06-13,715.24,119.78,92.6,133.73,40.82,47.21
2016-06-14,719.3,120.31,93.39,133.53,40.75,46.92
2016-06-15,714.26,120.0,93.27,133.2,40.72,46.79
2016-06-16,717.51,119.27,93.37,133.53,40.99,47.45
2016-06-17,706.39,119.69,93.96,134.36,40.52,47.2
2016-06-20,714.01,122.39,94.5,135.79,40.7,47.15
2016-06-21,715.82,121.25,93.79,136.18,40.83,48.2
2016-06-22,710.6,121.48,93.76,135.18,40.59,48.01
2016-06-23,722.08,123.13,93.98,137.33,40.79,48.88
2016-06-24,698.96,116.64,90.85,129.58,39.75,46.92
2016-06-27,691.36,113.12,89.58,126.85,39.61,45.6
2016-06-28,707.95,114.22,91.16,128.8,39.97,46.55
2016-06-29,715.6,117.08,92.04,131.24,40.21,47.59
2016-06-30,715.62,119.73,92.84,134.17,41.01,48.18
2016-07-01,725.68,119.57,93.04,134.68,40.82,48.17
2016-07-05,728.1,117.06,92.69,134.08,41.1,48.18
2016-07-06,737.61,117.05,93.44,134.69,40.96,48.38
2016-07-07,736.57,117.24,94.08,134.9,40.8,48.38
2016-07-08,745.81,119.94,95.24,136.54,41.06,49.25
2016-07-11,753.78,121.73,95.58,137.31,41.23,49.52
2016-07-12,748.21,120.6,95.79,138.82,41.24,50.1
2016-07-13,742.63,119.95,95.48,139.69,41.38,50.39
2016-07-14,741.2,121.28,95.57,141.69,41.34,50.6
2016-07-15,735.44,122.06,95.41,141.24,41.28,50.57
2016-07-18,736.07,123.01,95.74,141.31,41.28,50.81
2016-07-19,739.95,124.15,95.09,141.07,41.28,49.99
2016-07-20,745.72,124.2,93.9,142.64,41.18,52.65
2016-07-21,744.43,123.11,93.7,141.84,41.12,52.54
2016-07-22,744.86,123.05,93.41,143.27,41.46,53.27
2016-07-25,739.61,122.56,93.1,143.78,41.23,53.42
2016-07-26,735.59,124.32,92.43,143.31,40.61,53.45
2016-07-27,736.67,125.35,92.09,143.06,39.27,52.91
2016-07-28,752.61,122.63,91.69,142.65,39.49,52.93
2016-07-29,758.81,123.23,91.73,141.99,39.47,53.37
2016-08-01,767.74,122.81,91.34,142.72,39.31,53.28
2016-08-02,760.58,121.33,90.83,141.95,39.38,53.28
2016-08-03,754.64,121.58,91.86,142.03,39.48,53.64
2016-08-04,760.77,120.97,90.97,142.81,39.37,54.04
2016-08-05,765.98,121.45,91.61,144.53,39.34,54.58
2016-08-08,766.56,121.87,91.54,144.48,39.3,54.67
2016-08-09,768.31,122.27,92.42,144.24,39.33,54.8
2016-08-10,768.56,122.97,93.55,144.51,39.46,54.63
2016-08-11,771.24,123.63,93.47,145.81,39.58,54.9
2016-08-12,772.56,123.73,92.58,144.4,39.84,54.56
2016-08-15,768.49,125.18,92.83,144.34,40.03,54.73
2016-08-16,764.04,125.49,92.62,143.28,39.66,54.42
2016-08-17,764.63,125.23,92.61,143.05,39.86,54.54
2016-08-18,764.46,125.49,92.4,143.87,39.9,54.58
2016-08-19,757.31,124.97,92.15,142.69,39.74,54.59
2016-08-22,759.48,125.48,91.65,142.66,39.57,54.64
2016-08-23,762.45,124.69,91.75,142.89,39.67,54.85
2016-08-24,757.25,123.9,91.6,141.81,39.67,54.91
2016-08-25,759.22,123.62,91.34,141.44,39.51,55.12
2016-08-26,769.0,122.92,91.02,141.16,39.19,54.98
2016-08-29,771.29,123.54,90.69,142.41,39.39,55.05
2016-08-30,767.58,121.6,90.69,142.12,39.12,54.85
2016-08-31,769.16,120.33,90.3,141.66,39.29,54.44
2016-09-01,770.62,120.75,90.11,142.25,39.22,54.57
2016-09-02,772.44,121.92,90.26,142.26,39.5,54.64
2016-09-06,788.87,123.63,89.67,142.97,39.62,54.59
2016-09-07,784.48,123.3,89.59,144.12,39.48,54.63
2016-09-08,784.06,123.54,89.95,141.77,39.47,54.41
2016-09-09,760.14,119.48,88.35,138.82,38.24,53.26
2016-09-12,771.49,120.96,89.52,141.13,39.08,54.05
2016-09-13,761.01,119.69,88.62,138.92,38.57,53.56
2016-09-14,761.09,118.68,88.2,137.35,38.41,53.31
2016-09-15,769.69,118.77,88.43,138.79,38.64,54.19
2016-09-16,778.52,117.78,88.49,137.17,38.44,54.24
2016-09-19,775.1,118.5,88.55,138.09,38.4,53.94
2016-09-20,780.22,118.79,88.86,137.71,38.62,53.83
2016-09-21,789.74,121.37,88.32,138.67,38.79,54.73
2016-09-22,804.7,122.58,89.3,139.19,39.19,54.78
2016-09-23,805.75,122.5,89.17,138.18,38.98,54.41
2016-09-26,799.16,121.38,87.91,137.29,38.36,53.91
2016-09-27,816.11,122.07,87.68,139.78,38.85,54.91
2016-09-28,828.72,122.92,88.14,141.13,38.45,54.98
2016-09-29,829.05,121.8,87.76,140.97,38.34,54.39
2016-09-30,837.31,122.46,88.77,141.63,38.6,54.58
2016-10-03,836.74,123.06,88.42,140.53,38.34,54.41
2016-10-04,834.03,122.94,88.52,139.5,38.16,54.23
2016-10-05,844.36,125.18,88.38,140.06,38.14,54.61
2016-10-06,841.66,124.95,88.74,139.88,38.05,54.71
2016-10-07,839.43,124.42,88.42,138.8,38.06,54.77
2016-10-10,841.71,126.27,88.42,140.0,38.06,54.99
2016-10-11,831.0,124.32,87.82,138.01,37.89,54.19
2016-10-12,834.09,123.78,87.39,137.57,38.11,54.11
2016-10-13,829.28,123.99,87.11,137.06,38.09,53.93
2016-10-14,822.96,124.1,87.28,137.71,38.01,54.41
2016-10-17,812.95,124.56,86.83,138.0,37.94,54.22
2016-10-18,817.65,125.59,87.16,134.38,38.28,54.63
2016-10-19,817.69,126.59,87.88,134.87,38.36,54.51
2016-10-20,810.32,126.27,87.98,135.1,38.25,54.24
2016-10-21,818.99,126.08,88.94,133.41,38.43,56.53
2016-10-24,838.09,127.77,89.26,134.25,38.82,57.8
2016-10-25,835.18,129.23,88.67,134.53,38.8,57.79
2016-10-26,822.59,135.29,89.38,135.36,38.71,57.45
2016-10-27,818.36,133.22,89.88,136.73,38.42,56.94
2016-10-28,776.32,132.94,89.72,136.07,38.52,56.73
2016-10-31,789.82,132.4,88.61,137.03,38.67,56.77
2016-11-01,785.41,132.38,88.32,136.23,38.42,56.66
2016-11-02,765.56,130.84,87.87,135.48,38.36,56.31
2016-11-03,767.03,130.16,89.26,135.86,38.34,56.1
2016-11-04,755.05,129.71,88.38,135.91,38.03,55.63
2016-11-07,784.93,132.96,90.27,138.84,38.73,57.25
2016-11-08,787.75,133.2,90.23,139.61,39.11,57.29
2016-11-09,771.88,136.96,90.47,139.28,38.56,57.01
2016-11-10,742.38,139.41,90.78,144.15,37.34,55.62
2016-11-11,739.01,140.2,93.38,145.1,37.43,55.92
2016-11-14,719.07,141.58,93.61,142.34,37.55,55.07
2016-11-15,743.24,139.81,93.4,142.76,37.8,56.16
2016-11-16,746.49,138.23,94.76,143.31,37.63,56.9
2016-11-17,756.4,137.19,95.0,143.77,37.51,57.84
2016-11-18,760.16,138.15,93.92,144.3,37.32,57.57
2016-11-21,780.0,138.78,93.33,146.45,37.73,58.05
2016-11-22,785.33,141.14,93.41,146.36,37.74,58.3
2016-11-23,780.12,141.35,93.94,145.73,37.51,57.62
2016-11-25,780.37,141.63,94.47,146.78,37.88,57.74
2016-11-28,766.77,141.38,94.61,148.02,38.08,57.82
2016-11-29,762.52,143.14,95.28,147.13,37.85,58.27
2016-11-30,750.57,142.12,94.76,145.95,37.12,57.48
2016-12-01,743.65,143.85,94.59,143.79,36.95,56.47
2016-12-02,740.34,143.72,94.17,143.97,37.13,56.52
2016-12-05,759.36,143.63,95.56,143.81,37.36,57.44
2016-12-06,764.72,143.71,96.23,144.27,37.32,57.19
2016-12-07,770.42,145.5,97.5,148.26,37.98,58.54
2016-12-08,767.33,146.68,99.59,148.78,37.7,58.2
2016-12-09,768.66,147.72,101.02,149.82,38.63,59.11
2016-12-12,760.12,148.35,100.25,148.9,38.54,59.3
2016-12-13,774.34,147.88,100.04,151.41,38.41,60.08
2016-12-14,768.82,145.81,100.24,151.61,37.91,59.79
2016-12-15,761.0,145.15,100.56,151.17,38.22,59.69
2016-12-16,757.77,145.84,100.1,150.01,38.39,59.43
2016-12-19,766.0,147.43,101.44,149.96,38.33,60.69
2016-12-20,771.22,147.63,101.6,150.79,38.32,60.61
2016-12-21,770.6,148.65,101.69,150.55,38.24,60.61
2016-12-22,766.34,148.64,101.56,150.31,38.22,60.62
2016-12-23,760.59,148.97,101.3,149.99,38.27,60.32
2016-12-27,771.4,148.65,101.32,150.38,38.27,60.36
2016-12-28,772.13,147.35,100.48,149.52,38.07,60.09
2016-12-29,765.15,146.96,100.73,149.89,38.27,60.0
2016-12-30,749.87,146.96,100.4,149.34,38.14,59.27
2017-01-03,753.67,148.17,102.19,150.42,38.45,59.69
2017-01-04,757.18,149.73,103.5,152.28,38.31,59.43
2017-01-05,780.45,149.82,103.45,151.78,38.4,59.43
2017-01-06,795.99,150.18,104.99,152.53,38.39,59.94
2017-01-09,796.92,149.45,104.39,150.84,38.01,59.75
2017-01-10,795.9,150.16,104.41,148.92,37.75,59.73
2017-01-11,799.02,150.47,105.43,150.93,37.76,60.28
2017-01-12,813.64,149.42,103.59,151.11,37.67,59.72
2017-01-13,817.14,149.93,104.1,150.56,37.6,59.81
2017-01-17,809.72,148.83,104.01,151.05,37.92,59.65
2017-01-18,807.48,149.45,104.2,150.07,37.98,59.62
2017-01-19,809.04,150.09,103.35,150.08,37.84,59.43
2017-01-20,808.33,150.59,103.72,153.45,38.01,59.85
2017-01-23,817.88,148.99,103.19,153.88,38.11,60.06
2017-01-24,822.44,151.55,103.95,158.26,38.54,60.59
2017-01-25,836.52,157.98,104.08,160.41,38.74,60.74
2017-01-26,839.15,159.64,104.1,160.74,38.46,61.31
2017-01-27,835.77,158.3,105.29,159.52,38.13,62.75
2017-01-30,830.38,156.29,106.87,158.17,38.06,62.13
2017-01-31,823.48,154.26,106.6,157.02,38.24,61.67
2017-02-01,832.35,154.78,107.22,156.81,37.95,60.65
2017-02-02,839.95,153.17,106.56,157.07,38.08,60.26
2017-02-03,810.2,153.3,106.26,158.19,38.21,60.74
2017-02-06,807.64,154.79,105.56,158.22,38.23,60.71
2017-02-07,812.5,157.17,105.01,160.56,38.54,60.51
2017-02-08,819.71,155.96,105.01,159.75,38.65,60.42
2017-02-09,821.36,156.41,105.48,160.7,37.94,61.11
2017-02-10,827.46,158.26,105.26,162.03,37.33,61.05
2017-02-13,836.53,159.98,105.63,162.65,37.36,61.74
2017-02-14,836.39,160.42,106.29,163.35,37.28,61.97
2017-02-15,842.7,161.19,106.14,164.75,37.2,61.93
2017-02-16,844.14,162.62,106.65,164.52,37.9,61.92
2017-02-17,845.07,164.43,106.03,163.84,37.93,62.01
2017-02-21,856.44,167.15,105.98,163.46,38.14,61.89
2017-02-22,855.61,166.96,106.08,164.27,38.27,61.76
2017-02-23,852.19,168.38,105.71,164.72,38.32,62.01
2017-02-24,845.24,168.94,106.28,164.45,38.43,62.01
2017-02-27,848.64,170.83,106.19,162.68,38.33,61.64
2017-02-28,845.04,171.59,106.06,163.06,38.6,61.4
2017-03-01,853.08,175.1,106.97,165.0,38.78,62.32
2017-03-02,848.91,174.22,106.54,163.71,39.07,61.43
2017-03-03,849.88,173.45,107.16,163.27,39.08,61.66
2017-03-06,846.61,172.26,106.61,163.65,38.8,61.68
2017-03-07,846.02,173.3,106.8,163.57,38.62,61.8
2017-03-08,850.5,173.03,106.78,162.73,38.62,62.37
2017-03-09,853.0,171.92,106.96,160.67,38.66,62.12
2017-03-10,852.46,170.14,106.86,161.26,38.9,62.31
2017-03-13,854.59,170.47,107.43,160.02,39.0,62.1
2017-03-14,852.53,170.16,108.19,159.35,38.95,61.81
2017-03-15,852.97,170.15,107.77,159.43,39.09,62.14
2017-03-16,853.42,169.65,107.62,160.73,39.21,62.03
2017-03-17,852.31,171.47,107.66,159.28,39.0,62.25
2017-03-20,856.97,170.79,108.58,159.33,39.14,62.31
2017-03-21,843.2,167.53,107.66,157.68,39.44,61.62
2017-03-22,848.06,168.5,107.97,158.49,39.33,62.41
2017-03-23,847.38,168.76,108.13,158.53,39.13,62.25
2017-03-24,845.61,167.39,108.03,157.63,39.09,62.36
2017-03-27,846.82,167.66,108.26,157.58,39.27,62.47
2017-03-28,856.0,168.86,108.91,158.25,39.37,62.66
2017-03-29,874.32,169.12,108.41,157.73,39.36,62.83
2017-03-30,876.34,169.45,109.03,157.66,39.53,63.06
2017-03-31,886.54,168.38,109.24,157.91,39.38,63.2
2017-04-03,891.51,168.18,109.05,158.24,39.36,62.91
2017-04-04,906.83,170.14,108.9,158.26,39.61,63.08
2017-04-05,909.28,168.59,108.86,156.77,39.5,62.92
2017-04-06,898.28,168.87,108.91,156.38,39.6,63.08
2017-04-07,894.88,170.28,108.45,156.1,39.54,63.03
2017-04-10,907.04,169.05,108.31,155.25,39.62,62.89
2017-04-11,902.36,170.01,108.93,154.69,39.59,62.84
2017-04-12,896.23,167.61,108.9,154.76,39.85,62.6
2017-04-13,884.67,167.2,109.05,153.73,39.71,62.33
2017-04-17,901.99,170.44,109.61,155.16,39.97,62.84
2017-04-18,903.78,169.33,110.01,154.21,40.35,62.75
2017-04-19,899.2,169.85,109.56,146.62,40.12,62.42
2017-04-20,902.06,170.71,110.58,147.18,39.99,62.86
2017-04-21,898.53,171.74,110.25,145.44,39.97,63.72
2017-04-24,907.41,173.33,109.53,145.77,40.16,64.81
2017-04-25,907.62,174.72,110.96,145.45,40.0,65.18
2017-04-26,909.29,173.0,111.34,145.15,40.13,65.09
2017-04-27,918.38,174.44,111.6,145.38,39.91,65.52
2017-04-28,924.99,175.97,111.36,145.35,40.04,65.7
2017-05-01,948.23,173.65,110.53,144.04,40.11,66.61
2017-05-02,946.94,174.65,110.18,144.28,40.26,66.51
2017-05-03,941.03,174.6,107.53,143.85,40.2,66.29
2017-05-04,937.53,174.3,107.1,144.23,40.52,66.04
2017-05-05,934.15,176.14,107.89,140.6,40.54,66.22
2017-05-08,949.04,177.11,107.34,140.13,40.73,66.16
2017-05-09,952.82,177.95,107.96,139.28,40.38,66.26
2017-05-10,948.95,175.74,105.64,138.5,40.43,66.52
2017-05-11,947.62,176.47,105.56,137.95,40.52,65.7
2017-05-12,961.35,175.8,105.67,137.69,40.45,65.62
2017-05-15,957.97,174.98,105.13,138.73,40.58,65.67
2017-05-16,966.07,175.28,104.02,140.72,40.69,66.99
2017-05-17,944.76,171.52,102.41,138.2,40.77,65.13
2017-05-18,958.49,170.19,102.77,138.07,40.65,65.35
2017-05-19,959.84,173.41,103.58,139.17,40.74,65.33
2017-05-22,970.67,176.21,103.69,139.77,41.0,66.07
2017-05-23,971.54,176.03,103.1,139.21,41.19,66.29
2017-05-24,980.35,177.72,103.76,139.65,41.79,66.38
2017-05-25,993.38,179.47,103.34,140.28,42.14,67.2
2017-05-26,995.78,179.01,104.44,139.63,42.12,67.52
2017-05-30,996.7,179.29,104.37,138.94,42.16,67.96
2017-05-31,994.62,180.01,103.98,139.76,42.19,67.41
2017-06-01,995.95,179.71,104.24,139.8,42.49,67.66
2017-06-02,1006.73,182.5,103.25,139.23,42.58,69.26
2017-06-05,1011.34,181.27,102.62,139.56,42.68,69.76
2017-06-06,1003.0,179.16,101.63,139.52,42.67,69.99
2017-06-07,1010.07,180.46,102.04,138.25,42.23,69.87
2017-06-08,1010.27,182.21,100.5,139.28,41.88,69.44
2017-06-09,978.31,182.31,101.75,141.11,42.06,67.87
2017-06-12,964.91,182.28,103.12,142.1,42.06,67.35
2017-06-13,980.79,183.32,102.66,141.24,42.13,68.19
2017-06-14,976.47,184.56,102.25,140.84,42.38,67.82
2017-06-15,964.17,187.51,102.1,141.22,42.34,67.47
2017-06-16,987.71,188.46,101.64,142.28,42.39,67.56
2017-06-19,995.17,190.99,101.51,141.78,42.46,68.4
2017-06-20,992.59,190.27,100.13,141.88,42.67,67.48
2017-06-21,1002.23,191.08,100.96,140.82,42.31,67.82
2017-06-22,1001.3,191.34,100.4,141.38,42.17,67.81
2017-06-23,1003.74,194.01,100.54,141.12,42.34,68.73
2017-06-26,993.98,191.85,101.7,142.14,42.5,68.07
2017-06-27,976.78,190.81,101.55,141.7,42.15,66.8
2017-06-28,990.33,191.51,102.94,142.22,42.4,67.37
2017-06-29,975.93,189.44,101.84,141.13,41.94,66.11
2017-06-30,968.0,189.71,102.36,140.86,41.96,66.53
2017-07-03,953.66,190.52,103.52,142.46,41.88,65.8
2017-07-05,971.4,193.61,101.76,140.71,41.93,66.67
2017-07-06,965.14,193.29,100.3,139.51,41.54,66.18
2017-07-07,978.76,194.15,100.27,140.04,41.53,67.04
2017-07-10,996.47,195.67,100.54,140.48,41.52,67.54
2017-07-11,994.13,197.89,100.78,140.27,41.48,67.55
2017-07-12,1006.51,198.05,101.3,140.74,41.64,68.67
2017-07-13,1000.63,197.85,101.22,140.68,41.57,69.27
2017-07-14,1001.81,200.04,101.99,141.23,41.8,70.25
2017-07-17,1010.04,200.51,101.7,140.11,41.85,70.8
2017-07-18,1024.45,199.78,102.63,141.01,41.79,70.75
2017-07-19,1026.87,202.31,103.67,135.09,41.94,71.29
2017-07-20,1028.7,201.74,104.2,135.21,41.93,71.64
2017-07-21,1025.67,203.52,103.93,134.68,42.13,71.22
2017-07-24,1038.95,203.56,103.85,133.68,41.95,71.04
2017-07-25,1039.87,203.83,103.28,133.86,42.33,71.61
2017-07-26,1052.8,223.96,103.79,133.1,42.79,71.47
